"Date","Years","Months","Lake","Specie","Value"
"NaN",2013,1,"AMS","NO3","NaN"
"NaN",2013,2,"AMS","NO3","NaN"
"3/19/2013",2013,3,"AMS","NO3","3.5"
"4/2/2013",2013,4,"AMS","NO3","2.096773996"
"5/14/2013",2013,5,"AMS","NO3","0.634010303"
"6/12/2013",2013,6,"AMS","NO3","2.29623722"
"7/9/2013",2013,7,"AMS","NO3","0.384349614"
"8/6/2013",2013,8,"AMS","NO3","0"
"9/3/2013",2013,9,"AMS","NO3","0.145"
"10/1/2013",2013,10,"AMS","NO3","0.325388872"
"11/14/2013",2013,11,"AMS","NO3","0.85812427"
"12/9/2013",2013,12,"AMS","NO3","1.170957541"
"NaN",2014,1,"AMS","NO3","NaN"
"NaN",2014,2,"AMS","NO3","NaN"
"3/17/2014",2014,3,"AMS","NO3","0.70421651"
"4/1/2014",2014,4,"AMS","NO3","0.171316442"
"5/12/2014",2014,5,"AMS","NO3","0"
"6/10/2014",2014,6,"AMS","NO3","0"
"7/7/2014",2014,7,"AMS","NO3","0"
"8/4/2014",2014,8,"AMS","NO3","0"
"9/16/2014",2014,9,"AMS","NO3","0"
"10/14/2014",2014,10,"AMS","NO3","0.04"
"11/11/2014",2014,11,"AMS","NO3","0.25431214"
"12/9/2014",2014,12,"AMS","NO3","0.255"
"NaN",2015,1,"AMS","NO3","NaN"
"NaN",2015,2,"AMS","NO3","NaN"
"3/23/2015",2015,3,"AMS","NO3","2.402686472"
"4/20/2015",2015,4,"AMS","NO3","1.1"
"5/18/2015",2015,5,"AMS","NO3","0.306135839"
"6/15/2015",2015,6,"AMS","NO3","0"
"7/13/2015",2015,7,"AMS","NO3","0"
"8/10/2015",2015,8,"AMS","NO3","0"
"9/7/2015",2015,9,"AMS","NO3","0"
"10/5/2015",2015,10,"AMS","NO3","0.035"
"NaN",2015,11,"AMS","NO3","NaN"
"12/7/2015",2015,12,"AMS","NO3","0.133350247"
"NaN",2016,1,"AMS","NO3","NaN"
"NaN",2016,2,"AMS","NO3","NaN"
"3/14/2016",2016,3,"AMS","NO3","3.902544823"
"4/18/2016",2016,4,"AMS","NO3","2.2"
"5/3/2016",2016,5,"AMS","NO3","1.6"
"6/13/2016",2016,6,"AMS","NO3","0.070298841"
"7/11/2016",2016,7,"AMS","NO3","0"
"8/8/2016",2016,8,"AMS","NO3","0"
"9/5/2016",2016,9,"AMS","NO3","0.086671086"
"10/17/2016",2016,10,"AMS","NO3","0.116563911"
"11/7/2016",2016,11,"AMS","NO3","0.25"
"12/5/2016",2016,12,"AMS","NO3","0.37644713"
"NaN",2017,1,"AMS","NO3","NaN"
"NaN",2017,2,"AMS","NO3","NaN"
"3/20/2017",2017,3,"AMS","NO3","0.773854627"
"4/24/2017",2017,4,"AMS","NO3","0.26"
"5/29/2017",2017,5,"AMS","NO3","0.701420107"
"6/26/2017",2017,6,"AMS","NO3","0"
"7/24/2017",2017,7,"AMS","NO3","0"
"8/21/2017",2017,8,"AMS","NO3","0"
"9/18/2017",2017,9,"AMS","NO3","0.003830901"
"10/17/2017",2017,10,"AMS","NO3","0.202491124"
"11/13/2017",2017,11,"AMS","NO3","0.301704731"
"12/4/2017",2017,12,"AMS","NO3","2.4"
"NaN",2018,1,"AMS","NO3","NaN"
"NaN",2018,2,"AMS","NO3","NaN"
"NaN",2018,3,"AMS","NO3","NaN"
"4/24/2018",2018,4,"AMS","NO3","1.6"
"5/23/2018",2018,5,"AMS","NO3","0.323104109"
"6/25/2018",2018,6,"AMS","NO3","0"
"7/23/2018",2018,7,"AMS","NO3","0"
"8/20/2018",2018,8,"AMS","NO3","0"
"9/17/2018",2018,9,"AMS","NO3","0"
"10/8/2018",2018,10,"AMS","NO3","0"
"11/12/2018",2018,11,"AMS","NO3","0"
"12/3/2018",2018,12,"AMS","NO3","0"
"NaN",2019,1,"AMS","NO3","NaN"
"2/25/2019",2019,2,"AMS","NO3","5.233504266"
"3/25/2019",2019,3,"AMS","NO3","3.8"
"4/15/2019",2019,4,"AMS","NO3","3.1"
"5/20/2019",2019,5,"AMS","NO3","1.759153787"
"6/24/2019",2019,6,"AMS","NO3","0.154259588"
"7/22/2019",2019,7,"AMS","NO3","0"
"8/19/2019",2019,8,"AMS","NO3","0"
"9/16/2019",2019,9,"AMS","NO3","0"
"10/21/2019",2019,10,"AMS","NO3","0"
"11/18/2019",2019,11,"AMS","NO3","0.15"
"12/9/2019",2019,12,"AMS","NO3","0.213313321"
"1/24/2000",2000,1,"Uber","NO3","3.8"
"2/21/2000",2000,2,"Uber","NO3","5.1"
"3/20/2000",2000,3,"Uber","NO3","3.8"
"4/19/2000",2000,4,"Uber","NO3","2.6"
"5/15/2000",2000,5,"Uber","NO3","1.6"
"6/14/2000",2000,6,"Uber","NO3","0.9"
"7/12/2000",2000,7,"Uber","NO3","0.4"
"8/9/2000",2000,8,"Uber","NO3","0.07"
"9/6/2000",2000,9,"Uber","NO3","0.1"
"10/18/2000",2000,10,"Uber","NO3","0.2"
"11/15/2000",2000,11,"Uber","NO3","0.3"
"12/11/2000",2000,12,"Uber","NO3","0.7"
"1/29/2001",2001,1,"Uber","NO3","1"
"2/19/2001",2001,2,"Uber","NO3","3.5"
"3/19/2001",2001,3,"Uber","NO3","3.5"
"4/17/2001",2001,4,"Uber","NO3","2.3"
"5/14/2001",2001,5,"Uber","NO3","1.4"
"6/11/2001",2001,6,"Uber","NO3","1"
"7/9/2001",2001,7,"Uber","NO3","0.2"
"8/6/2001",2001,8,"Uber","NO3","0.06"
"9/3/2001",2001,9,"Uber","NO3","0.08"
"10/15/2001",2001,10,"Uber","NO3","0.2"
"11/13/2001",2001,11,"Uber","NO3","0.4"
"12/10/2001",2001,12,"Uber","NO3","0.6"
"1/21/2002",2002,1,"Uber","NO3","1.1"
"2/18/2002",2002,2,"Uber","NO3","3.1"
"3/18/2002",2002,3,"Uber","NO3","3.3"
"4/15/2002",2002,4,"Uber","NO3","3.5"
"5/13/2002",2002,5,"Uber","NO3","1.8"
"6/10/2002",2002,6,"Uber","NO3","2.2"
"7/8/2002",2002,7,"Uber","NO3","0.7"
"8/5/2002",2002,8,"Uber","NO3","0.1"
"9/2/2002",2002,9,"Uber","NO3","0.1"
"10/15/2002",2002,10,"Uber","NO3","0.3"
"11/11/2002",2002,11,"Uber","NO3","0.8"
"12/9/2002",2002,12,"Uber","NO3","2.7"
"1/20/2003",2003,1,"Uber","NO3","2.7"
"2/17/2003",2003,2,"Uber","NO3","2.9"
"3/17/2003",2003,3,"Uber","NO3","2.9"
"4/28/2003",2003,4,"Uber","NO3","1.2"
"5/26/2003",2003,5,"Uber","NO3","0.5"
"6/23/2003",2003,6,"Uber","NO3","0.1"
"7/23/2003",2003,7,"Uber","NO3","0.03"
"8/18/2003",2003,8,"Uber","NO3","0.03"
"9/15/2003",2003,9,"Uber","NO3","0.2"
"10/13/2003",2003,10,"Uber","NO3","0.2"
"11/10/2003",2003,11,"Uber","NO3","0.3"
"12/8/2003",2003,12,"Uber","NO3","0.7"
"1/19/2004",2004,1,"Uber","NO3","8.4"
"2/16/2004",2004,2,"Uber","NO3","8.6"
"3/15/2004",2004,3,"Uber","NO3","4.5"
"4/13/2004",2004,4,"Uber","NO3","3.8"
"5/10/2004",2004,5,"Uber","NO3","2.7"
"6/7/2004",2004,6,"Uber","NO3","1.6"
"7/5/2004",2004,7,"Uber","NO3","0.7"
"8/2/2004",2004,8,"Uber","NO3","0.2"
"9/13/2004",2004,9,"Uber","NO3","0.07"
"10/11/2004",2004,10,"Uber","NO3","0.3"
"11/8/2004",2004,11,"Uber","NO3","0.5"
"12/6/2004",2004,12,"Uber","NO3","0.8"
"1/11/2005",2005,1,"Uber","NO3","0.8"
"2/15/2005",2005,2,"Uber","NO3","2.5"
"3/7/2005",2005,3,"Uber","NO3","2.5"
"4/4/2005",2005,4,"Uber","NO3","3"
"5/2/2005",2005,5,"Uber","NO3","2.4"
"6/27/2005",2005,6,"Uber","NO3","0.5"
"7/25/2005",2005,7,"Uber","NO3","0.09"
"8/22/2005",2005,8,"Uber","NO3","0.09"
"9/19/2005",2005,9,"Uber","NO3","0.3"
"10/17/2005",2005,10,"Uber","NO3","0.1"
"11/14/2005",2005,11,"Uber","NO3","0.3"
"12/12/2005",2005,12,"Uber","NO3","0.3"
"1/23/2006",2006,1,"Uber","NO3","0.8"
"2/20/2006",2006,2,"Uber","NO3","1.5"
"3/20/2006",2006,3,"Uber","NO3","1.9"
"4/18/2006",2006,4,"Uber","NO3","1.9"
"5/15/2006",2006,5,"Uber","NO3","1"
"6/12/2006",2006,6,"Uber","NO3","0.1"
"7/10/2006",2006,7,"Uber","NO3","0.05"
"8/7/2006",2006,8,"Uber","NO3","0.03"
"9/4/2006",2006,9,"Uber","NO3","0.04"
"10/4/2006",2006,10,"Uber","NO3","0.1"
"11/27/2006",2006,11,"Uber","NO3","0.3"
"12/18/2006",2006,12,"Uber","NO3","0.3"
"1/22/2007",2007,1,"Uber","NO3","0.6"
"2/21/2007",2007,2,"Uber","NO3","3.1"
"3/19/2007",2007,3,"Uber","NO3","2.5"
"4/16/2007",2007,4,"Uber","NO3","1.5"
"5/14/2007",2007,5,"Uber","NO3","0.3"
"6/11/2007",2007,6,"Uber","NO3","1.2"
"7/9/2007",2007,7,"Uber","NO3","0.2"
"8/6/2007",2007,8,"Uber","NO3","0.1"
"9/3/2007",2007,9,"Uber","NO3","0.2"
"10/1/2007",2007,10,"Uber","NO3","0.3"
"11/26/2007",2007,11,"Uber","NO3","1"
"12/17/2007",2007,12,"Uber","NO3","3.4"
"1/21/2008",2008,1,"Uber","NO3","2.3"
"2/18/2008",2008,2,"Uber","NO3","2.1"
"3/17/2008",2008,3,"Uber","NO3","3.1"
"4/14/2008",2008,4,"Uber","NO3","3.2"
"5/13/2008",2008,5,"Uber","NO3","1.8"
"6/9/2008",2008,6,"Uber","NO3","0.6"
"7/7/2008",2008,7,"Uber","NO3","0.04"
"8/4/2008",2008,8,"Uber","NO3","0.03"
"9/1/2008",2008,9,"Uber","NO3","0.03"
"10/27/2008",2008,10,"Uber","NO3","0.1"
"11/24/2008",2008,11,"Uber","NO3","0.3"
"12/15/2008",2008,12,"Uber","NO3","0.1"
"1/19/2009",2009,1,"Uber","NO3","2"
"2/16/2009",2009,2,"Uber","NO3","2.3"
"3/16/2009",2009,3,"Uber","NO3","3.8"
"4/14/2009",2009,4,"Uber","NO3","1.8"
"5/11/2009",2009,5,"Uber","NO3","0.7"
"6/8/2009",2009,6,"Uber","NO3","0.4"
"7/6/2009",2009,7,"Uber","NO3","0.04"
"8/3/2009",2009,8,"Uber","NO3","0.07"
"9/30/2009",2009,9,"Uber","NO3","0.04"
"10/26/2009",2009,10,"Uber","NO3","0.2"
"11/23/2009",2009,11,"Uber","NO3","0.3"
"12/14/2009",2009,12,"Uber","NO3","0.4"
"1/25/2010",2010,1,"Uber","NO3","3.2"
"2/22/2010",2010,2,"Uber","NO3","3.1"
"3/24/2010",2010,3,"Uber","NO3","3.4"
"4/19/2010",2010,4,"Uber","NO3","2.6"
"5/17/2010",2010,5,"Uber","NO3","1.5"
"6/14/2010",2010,6,"Uber","NO3","0.6"
"7/14/2010",2010,7,"Uber","NO3","0.05"
"8/9/2010",2010,8,"Uber","NO3","0.2"
"9/6/2010",2010,9,"Uber","NO3","0.09"
"10/4/2010",2010,10,"Uber","NO3","0.3"
"11/2/2010",2010,11,"Uber","NO3","0.07"
"12/13/2010",2010,12,"Uber","NO3","3.1"
"1/24/2011",2011,1,"Uber","NO3","2.8"
"2/21/2011",2011,2,"Uber","NO3","2.9"
"3/21/2011",2011,3,"Uber","NO3","2.3"
"4/18/2011",2011,4,"Uber","NO3","1.5"
"5/16/2011",2011,5,"Uber","NO3","0.4"
"6/6/2011",2011,6,"Uber","NO3","0.2"
"7/11/2011",2011,7,"Uber","NO3","0.03"
"8/8/2011",2011,8,"Uber","NO3","0.08"
"9/5/2011",2011,9,"Uber","NO3","0.05"
"10/4/2011",2011,10,"Uber","NO3","0.04"
"11/7/2011",2011,11,"Uber","NO3","0.1"
"12/5/2011",2011,12,"Uber","NO3","0.2"
"1/30/2012",2012,1,"Uber","NO3","2.7"
"2/27/2012",2012,2,"Uber","NO3","2.7"
"3/28/2012",2012,3,"Uber","NO3","1.8"
"4/23/2012",2012,4,"Uber","NO3","1.1"
"5/21/2012",2012,5,"Uber","NO3","0.4"
"6/18/2012",2012,6,"Uber","NO3","0.04"
"7/16/2012",2012,7,"Uber","NO3","0.02"
"8/15/2012",2012,8,"Uber","NO3","0.02"
"9/10/2012",2012,9,"Uber","NO3","0.04"
"10/15/2012",2012,10,"Uber","NO3","0.08"
"11/5/2012",2012,11,"Uber","NO3","0.1"
"12/3/2012",2012,12,"Uber","NO3","0.2"
"1/28/2013",2013,1,"Uber","NO3","4.2"
"2/25/2013",2013,2,"Uber","NO3","3"
"3/26/2013",2013,3,"Uber","NO3","2.4"
"4/22/2013",2013,4,"Uber","NO3","2"
"5/21/2013",2013,5,"Uber","NO3","0.3"
"6/18/2013",2013,6,"Uber","NO3","1.8"
"7/15/2013",2013,7,"Uber","NO3","0.7"
"8/12/2013",2013,8,"Uber","NO3","0.1"
"9/9/2013",2013,9,"Uber","NO3","0.1"
"10/16/2013",2013,10,"Uber","NO3","0.3"
"11/4/2013",2013,11,"Uber","NO3","0.1"
"12/2/2013",2013,12,"Uber","NO3","0.8"
"1/27/2014",2014,1,"Uber","NO3","0.7"
"2/24/2014",2014,2,"Uber","NO3","0.6"
"3/24/2014",2014,3,"Uber","NO3","0.7"
"4/22/2014",2014,4,"Uber","NO3","0.4"
"5/19/2014",2014,5,"Uber","NO3","0.09"
"6/16/2014",2014,6,"Uber","NO3","0.07"
"7/14/2014",2014,7,"Uber","NO3","0.2"
"8/11/2014",2014,8,"Uber","NO3","0.03"
"9/8/2014",2014,9,"Uber","NO3","0"
"10/6/2014",2014,10,"Uber","NO3","0.04"
"11/3/2014",2014,11,"Uber","NO3","0.2"
"12/1/2014",2014,12,"Uber","NO3","0.3"
"1/26/2015",2015,1,"Uber","NO3","3.5"
"2/23/2015",2015,2,"Uber","NO3","3"
"3/30/2015",2015,3,"Uber","NO3","1.7"
"4/27/2015",2015,4,"Uber","NO3","0.8"
"5/26/2015",2015,5,"Uber","NO3","0.2"
"6/22/2015",2015,6,"Uber","NO3","0.21"
"7/20/2015",2015,7,"Uber","NO3","0"
"8/26/2015",2015,8,"Uber","NO3","0.34"
"9/30/2015",2015,9,"Uber","NO3","0.2"
"10/19/2015",2015,10,"Uber","NO3","0.28"
"11/16/2015",2015,11,"Uber","NO3","0"
"12/14/2015",2015,12,"Uber","NO3","0.27"
"1/25/2016",2016,1,"Uber","NO3","2.5"
"2/3/2016",2016,2,"Uber","NO3","4"
"3/29/2016",2016,3,"Uber","NO3","3"
"4/5/2016",2016,4,"Uber","NO3","1.4"
"5/23/2016",2016,5,"Uber","NO3","0.84"
"6/27/2016",2016,6,"Uber","NO3","0.16"
"7/5/2016",2016,7,"Uber","NO3","0.22"
"8/22/2016",2016,8,"Uber","NO3","0.08"
"9/19/2016",2016,9,"Uber","NO3","0.13"
"10/10/2016",2016,10,"Uber","NO3","0.22"
"11/14/2016",2016,11,"Uber","NO3","0.34"
"12/12/2016",2016,12,"Uber","NO3","0.56"
"1/23/2017",2017,1,"Uber","NO3","0.46"
"2/20/2017",2017,2,"Uber","NO3","0.76"
"3/15/2017",2017,3,"Uber","NO3","0.25"
"4/12/2017",2017,4,"Uber","NO3","0.09"
"5/15/2017",2017,5,"Uber","NO3","1.9"
"6/19/2017",2017,6,"Uber","NO3","0.51"
"7/17/2017",2017,7,"Uber","NO3","0.2"
"8/15/2017",2017,8,"Uber","NO3","0.3"
"9/23/2017",2017,9,"Uber","NO3","NaN"
"10/15/2017",2017,10,"Uber","NO3","NaN"
"11/9/2017",2017,11,"Uber","NO3","0.06"
"12/11/2017",2017,12,"Uber","NO3","4.5"
"1/8/2018",2018,1,"Uber","NO3","2.3"
"2/5/2018",2018,2,"Uber","NO3","2.9"
"3/5/2018",2018,3,"Uber","NO3","3"
"4/9/2018",2018,4,"Uber","NO3","2.5"
"5/7/2018",2018,5,"Uber","NO3","1.2"
"6/4/2018",2018,6,"Uber","NO3","0.81"
"7/2/2018",2018,7,"Uber","NO3","0.34"
"8/13/2018",2018,8,"Uber","NO3","0.19"
"9/3/2018",2018,9,"Uber","NO3","0.06"
"10/1/2018",2018,10,"Uber","NO3","0.11"
"11/5/2018",2018,11,"Uber","NO3","0.09"
"12/3/2018",2018,12,"Uber","NO3","0.16"
"1/9/2019",2019,1,"Uber","NO3","6"
"2/4/2019",2019,2,"Uber","NO3","4.4"
"3/11/2019",2019,3,"Uber","NO3","3.9"
"4/1/2019",2019,4,"Uber","NO3","3.3"
"5/6/2019",2019,5,"Uber","NO3","1.4"
"6/3/2019",2019,6,"Uber","NO3","1.6"
"7/2/2019",2019,7,"Uber","NO3","0.3"
"8/5/2019",2019,8,"Uber","NO3","0.44"
"9/3/2019",2019,9,"Uber","NO3","0.1"
"10/7/2019",2019,10,"Uber","NO3","0.12"
"11/4/2019",2019,11,"Uber","NO3","0.14"
"12/16/2019",2019,12,"Uber","NO3","0.2"
"1/24/2000",2000,1,"Nessel","NO3","7.1"
"2/21/2000",2000,2,"Nessel","NO3","6.1"
"3/20/2000",2000,3,"Nessel","NO3","6.8"
"4/19/2000",2000,4,"Nessel","NO3","5.9"
"5/15/2000",2000,5,"Nessel","NO3","5"
"6/14/2000",2000,6,"Nessel","NO3","3.4"
"7/12/2000",2000,7,"Nessel","NO3","3.9"
"8/9/2000",2000,8,"Nessel","NO3","3.6"
"9/6/2000",2000,9,"Nessel","NO3","2.9"
"10/18/2000",2000,10,"Nessel","NO3","3.9"
"11/15/2000",2000,11,"Nessel","NO3","6.9"
"12/11/2000",2000,12,"Nessel","NO3","9.4"
"1/29/2001",2001,1,"Nessel","NO3","5.4"
"2/19/2001",2001,2,"Nessel","NO3","9.3"
"3/19/2001",2001,3,"Nessel","NO3","6.9"
"4/17/2001",2001,4,"Nessel","NO3","6.1"
"5/14/2001",2001,5,"Nessel","NO3","5.1"
"6/11/2001",2001,6,"Nessel","NO3","5.8"
"7/9/2001",2001,7,"Nessel","NO3","3"
"8/6/2001",2001,8,"Nessel","NO3","0.4"
"9/3/2001",2001,9,"Nessel","NO3","0.08"
"10/15/2001",2001,10,"Nessel","NO3","2.9"
"11/13/2001",2001,11,"Nessel","NO3","4.7"
"12/10/2001",2001,12,"Nessel","NO3","8.9"
"1/21/2002",2002,1,"Nessel","NO3","8.1"
"2/18/2002",2002,2,"Nessel","NO3","6"
"3/18/2002",2002,3,"Nessel","NO3","8.7"
"4/15/2002",2002,4,"Nessel","NO3","7.8"
"5/13/2002",2002,5,"Nessel","NO3","4.7"
"6/10/2002",2002,6,"Nessel","NO3","4.1"
"7/8/2002",2002,7,"Nessel","NO3","3.6"
"8/5/2002",2002,8,"Nessel","NO3","3.4"
"9/2/2002",2002,9,"Nessel","NO3","3.2"
"10/15/2002",2002,10,"Nessel","NO3","2.6"
"11/11/2002",2002,11,"Nessel","NO3","7.7"
"12/9/2002",2002,12,"Nessel","NO3","8.1"
"1/20/2003",2003,1,"Nessel","NO3","7.2"
"2/17/2003",2003,2,"Nessel","NO3","8.3"
"3/17/2003",2003,3,"Nessel","NO3","6.2"
"4/28/2003",2003,4,"Nessel","NO3","6.5"
"5/26/2003",2003,5,"Nessel","NO3","4.5"
"6/23/2003",2003,6,"Nessel","NO3","4"
"7/23/2003",2003,7,"Nessel","NO3","2.3"
"8/18/2003",2003,8,"Nessel","NO3","0.1"
"9/15/2003",2003,9,"Nessel","NO3","1.5"
"10/13/2003",2003,10,"Nessel","NO3","4.5"
"11/10/2003",2003,11,"Nessel","NO3","5.4"
"12/8/2003",2003,12,"Nessel","NO3","7"
"1/19/2004",2004,1,"Nessel","NO3","18"
"2/16/2004",2004,2,"Nessel","NO3","13"
"3/15/2004",2004,3,"Nessel","NO3","9.2"
"4/13/2004",2004,4,"Nessel","NO3","5"
"5/10/2004",2004,5,"Nessel","NO3","4.9"
"6/7/2004",2004,6,"Nessel","NO3","4.3"
"7/5/2004",2004,7,"Nessel","NO3","0.8"
"8/2/2004",2004,8,"Nessel","NO3","0.7"
"9/13/2004",2004,9,"Nessel","NO3","1.7"
"10/11/2004",2004,10,"Nessel","NO3","3.6"
"11/8/2004",2004,11,"Nessel","NO3","2.3"
"12/6/2004",2004,12,"Nessel","NO3","7.7"
"1/11/2005",2005,1,"Nessel","NO3","9.7"
"2/15/2005",2005,2,"Nessel","NO3","8"
"3/7/2005",2005,3,"Nessel","NO3","11"
"4/4/2005",2005,4,"Nessel","NO3","6.1"
"5/2/2005",2005,5,"Nessel","NO3","5.5"
"6/27/2005",2005,6,"Nessel","NO3","3"
"7/25/2005",2005,7,"Nessel","NO3","1.6"
"8/22/2005",2005,8,"Nessel","NO3","3.8"
"9/19/2005",2005,9,"Nessel","NO3","6.9"
"10/17/2005",2005,10,"Nessel","NO3","3.1"
"11/14/2005",2005,11,"Nessel","NO3","6.6"
"12/12/2005",2005,12,"Nessel","NO3","6.4"
"1/23/2006",2006,1,"Nessel","NO3","7.8"
"2/20/2006",2006,2,"Nessel","NO3","2.9"
"3/20/2006",2006,3,"Nessel","NO3","5.9"
"4/18/2006",2006,4,"Nessel","NO3","5.3"
"5/15/2006",2006,5,"Nessel","NO3","3.5"
"6/12/2006",2006,6,"Nessel","NO3","4.2"
"7/10/2006",2006,7,"Nessel","NO3","2.8"
"8/7/2006",2006,8,"Nessel","NO3","0.7"
"9/4/2006",2006,9,"Nessel","NO3","2.7"
"10/4/2006",2006,10,"Nessel","NO3","2.2"
"11/27/2006",2006,11,"Nessel","NO3","5.3"
"12/18/2006",2006,12,"Nessel","NO3","5.4"
"1/22/2007",2007,1,"Nessel","NO3","6.7"
"2/21/2007",2007,2,"Nessel","NO3","8.1"
"3/19/2007",2007,3,"Nessel","NO3","6.4"
"4/16/2007",2007,4,"Nessel","NO3","4.5"
"5/14/2007",2007,5,"Nessel","NO3","2.5"
"6/11/2007",2007,6,"Nessel","NO3","3.9"
"7/9/2007",2007,7,"Nessel","NO3","4.1"
"8/6/2007",2007,8,"Nessel","NO3","3.8"
"9/3/2007",2007,9,"Nessel","NO3","4"
"10/1/2007",2007,10,"Nessel","NO3","2.6"
"11/26/2007",2007,11,"Nessel","NO3","8.1"
"12/17/2007",2007,12,"Nessel","NO3","9.6"
"1/21/2008",2008,1,"Nessel","NO3","7"
"2/18/2008",2008,2,"Nessel","NO3","7.7"
"3/17/2008",2008,3,"Nessel","NO3","5.7"
"4/14/2008",2008,4,"Nessel","NO3","5.7"
"5/13/2008",2008,5,"Nessel","NO3","3.3"
"6/9/2008",2008,6,"Nessel","NO3","2.3"
"7/7/2008",2008,7,"Nessel","NO3","1.9"
"8/4/2008",2008,8,"Nessel","NO3","1.1"
"9/1/2008",2008,9,"Nessel","NO3","2.3"
"10/27/2008",2008,10,"Nessel","NO3","2.4"
"11/24/2008",2008,11,"Nessel","NO3","6.4"
"12/15/2008",2008,12,"Nessel","NO3","5.9"
"1/19/2009",2009,1,"Nessel","NO3","10"
"2/16/2009",2009,2,"Nessel","NO3","5.1"
"3/16/2009",2009,3,"Nessel","NO3","5.8"
"4/14/2009",2009,4,"Nessel","NO3","5"
"5/11/2009",2009,5,"Nessel","NO3","4"
"6/8/2009",2009,6,"Nessel","NO3","3.5"
"7/6/2009",2009,7,"Nessel","NO3","1.7"
"8/3/2009",2009,8,"Nessel","NO3","3.3"
"9/30/2009",2009,9,"Nessel","NO3","2"
"10/26/2009",2009,10,"Nessel","NO3","1.5"
"11/23/2009",2009,11,"Nessel","NO3","6.4"
"12/14/2009",2009,12,"Nessel","NO3","9.3"
"1/25/2010",2010,1,"Nessel","NO3","9.3"
"2/22/2010",2010,2,"Nessel","NO3","8"
"3/24/2010",2010,3,"Nessel","NO3","6.6"
"4/19/2010",2010,4,"Nessel","NO3","6.3"
"5/17/2010",2010,5,"Nessel","NO3","3.2"
"6/14/2010",2010,6,"Nessel","NO3","2.9"
"7/14/2010",2010,7,"Nessel","NO3","1.7"
"8/9/2010",2010,8,"Nessel","NO3","2"
"9/6/2010",2010,9,"Nessel","NO3","2.3"
"10/4/2010",2010,10,"Nessel","NO3","3.3"
"11/2/2010",2010,11,"Nessel","NO3","4.9"
"12/13/2010",2010,12,"Nessel","NO3","8.2"
"1/24/2011",2011,1,"Nessel","NO3","7.2"
"2/21/2011",2011,2,"Nessel","NO3","7.6"
"3/21/2011",2011,3,"Nessel","NO3","6.3"
"4/18/2011",2011,4,"Nessel","NO3","6.1"
"5/16/2011",2011,5,"Nessel","NO3","4.3"
"6/6/2011",2011,6,"Nessel","NO3","2.7"
"7/11/2011",2011,7,"Nessel","NO3","2.9"
"8/8/2011",2011,8,"Nessel","NO3","2.5"
"9/5/2011",2011,9,"Nessel","NO3","2.9"
"10/4/2011",2011,10,"Nessel","NO3","3.3"
"11/7/2011",2011,11,"Nessel","NO3","3.2"
"12/5/2011",2011,12,"Nessel","NO3","9.3"
"1/30/2012",2012,1,"Nessel","NO3","9.3"
"2/27/2012",2012,2,"Nessel","NO3","5.2"
"3/28/2012",2012,3,"Nessel","NO3","6.3"
"4/23/2012",2012,4,"Nessel","NO3","6.8"
"5/21/2012",2012,5,"Nessel","NO3","2.8"
"6/18/2012",2012,6,"Nessel","NO3","1.6"
"7/16/2012",2012,7,"Nessel","NO3","0.04"
"8/15/2012",2012,8,"Nessel","NO3","0.04"
"9/10/2012",2012,9,"Nessel","NO3","0.05"
"10/15/2012",2012,10,"Nessel","NO3","1.7"
"11/5/2012",2012,11,"Nessel","NO3","1.9"
"12/3/2012",2012,12,"Nessel","NO3","2"
"1/28/2013",2013,1,"Nessel","NO3","8.8"
"2/25/2013",2013,2,"Nessel","NO3","8.3"
"3/26/2013",2013,3,"Nessel","NO3","3.9"
"4/22/2013",2013,4,"Nessel","NO3","4.7"
"5/21/2013",2013,5,"Nessel","NO3","3.4"
"6/18/2013",2013,6,"Nessel","NO3","2.9"
"7/15/2013",2013,7,"Nessel","NO3","2.1"
"8/12/2013",2013,8,"Nessel","NO3","0.6"
"9/9/2013",2013,9,"Nessel","NO3","0.5"
"10/16/2013",2013,10,"Nessel","NO3","1.1"
"11/4/2013",2013,11,"Nessel","NO3","3.4"
"12/2/2013",2013,12,"Nessel","NO3","8.3"
"1/27/2014",2014,1,"Nessel","NO3","7.5"
"2/24/2014",2014,2,"Nessel","NO3","7.4"
"3/24/2014",2014,3,"Nessel","NO3","5"
"4/22/2014",2014,4,"Nessel","NO3","5"
"5/19/2014",2014,5,"Nessel","NO3","2.3"
"6/16/2014",2014,6,"Nessel","NO3","0.06"
"7/14/2014",2014,7,"Nessel","NO3","0.2"
"8/11/2014",2014,8,"Nessel","NO3","0.04"
"9/8/2014",2014,9,"Nessel","NO3","0.69"
"10/6/2014",2014,10,"Nessel","NO3","1"
"11/3/2014",2014,11,"Nessel","NO3","3.2"
"12/1/2014",2014,12,"Nessel","NO3","5.6"
"1/26/2015",2015,1,"Nessel","NO3","9.6"
"2/23/2015",2015,2,"Nessel","NO3","8.8"
"3/30/2015",2015,3,"Nessel","NO3","6.1"
"4/27/2015",2015,4,"Nessel","NO3","4.5"
"5/26/2015",2015,5,"Nessel","NO3","1.8"
"6/22/2015",2015,6,"Nessel","NO3","1.4"
"7/20/2015",2015,7,"Nessel","NO3","0"
"8/26/2015",2015,8,"Nessel","NO3","0"
"9/30/2015",2015,9,"Nessel","NO3","0"
"10/19/2015",2015,10,"Nessel","NO3","1.6"
"11/16/2015",2015,11,"Nessel","NO3","2.2"
