Depth,Years,Months,Lake,Temp,O2
15,2015,4,GBS,NaN,NaN
16,2015,4,GBS,NaN,NaN
17,2015,4,GBS,NaN,NaN
18,2015,4,GBS,NaN,NaN
19,2015,4,GBS,NaN,NaN
20,2015,4,GBS,NaN,NaN
21,2015,4,GBS,NaN,NaN
22,2015,4,GBS,NaN,NaN
23,2015,4,GBS,NaN,NaN
24,2015,4,GBS,NaN,NaN
25,2015,4,GBS,NaN,NaN
26,2015,4,GBS,NaN,NaN
27,2015,4,GBS,NaN,NaN
28,2015,4,GBS,NaN,NaN
29,2015,4,GBS,NaN,NaN
30,2015,4,GBS,NaN,NaN
0,2015,5,GBS,16.9,11.9
1,2015,5,GBS,16.9,11.9
2,2015,5,GBS,16.9,11.9
3,2015,5,GBS,16.9,8.5
4,2015,5,GBS,16.9,7.9
5,2015,5,GBS,16.7,7.7
6,2015,5,GBS,10.8,7.4
7,2015,5,GBS,9.4,7.4
8,2015,5,GBS,8.8,7.2
9,2015,5,GBS,8.2,7.1
10,2015,5,GBS,7.9,7
11,2015,5,GBS,7.6,6.9
12,2015,5,GBS,7.5,7
13,2015,5,GBS,7.3,6.9
14,2015,5,GBS,7.2,6.9
15,2015,5,GBS,7.1,6.9
16,2015,5,GBS,7,6.8
17,2015,5,GBS,7,6.5
18,2015,5,GBS,6.8,6.5
19,2015,5,GBS,6.8,6.6
20,2015,5,GBS,6.7,6.7
21,2015,5,GBS,6.6,6.8
22,2015,5,GBS,6.5,6.8
23,2015,5,GBS,6.5,6.8
24,2015,5,GBS,6.5,6.7
25,2015,5,GBS,6.4,6.7
26,2015,5,GBS,6.3,6.6
27,2015,5,GBS,6.3,6.6
28,2015,5,GBS,6.3,6.4
29,2015,5,GBS,6.2,6.4
30,2015,5,GBS,6.1,6.4
0,2015,6,GBS,20.3,9.5
1,2015,6,GBS,20.3,9.5
2,2015,6,GBS,20.1,9.5
3,2015,6,GBS,20,9
4,2015,6,GBS,19.9,6.7
5,2015,6,GBS,18.8,5.9
6,2015,6,GBS,17.7,4.9
7,2015,6,GBS,12.7,4.5
8,2015,6,GBS,10.5,4.4
9,2015,6,GBS,8.9,4.3
10,2015,6,GBS,8.3,3.7
11,2015,6,GBS,8,3.7
12,2015,6,GBS,7.8,3.7
13,2015,6,GBS,7.5,3.7
14,2015,6,GBS,7.2,3.7
15,2015,6,GBS,7.2,3.7
16,2015,6,GBS,7.1,3.8
17,2015,6,GBS,7,3.9
18,2015,6,GBS,7,3.9
19,2015,6,GBS,6.9,4
20,2015,6,GBS,6.8,4
21,2015,6,GBS,6.7,3.9
22,2015,6,GBS,6.7,4
23,2015,6,GBS,6.6,4
24,2015,6,GBS,6.6,4
25,2015,6,GBS,6.5,4
26,2015,6,GBS,6.4,3.9
27,2015,6,GBS,6.4,3.9
28,2015,6,GBS,6.4,2.8
29,2015,6,GBS,6.4,2.8
30,2015,6,GBS,6.3,2.8
0,2015,7,GBS,21.2,9.4
1,2015,7,GBS,21.2,9.4
2,2015,7,GBS,21.1,9.4
3,2015,7,GBS,21.1,9.4
4,2015,7,GBS,21.1,7.4
5,2015,7,GBS,21.1,5.9
6,2015,7,GBS,21,4.2
7,2015,7,GBS,15.6,3.8
8,2015,7,GBS,13.3,3.1
9,2015,7,GBS,11.7,2.8
10,2015,7,GBS,11.2,2.3
11,2015,7,GBS,10.3,2
12,2015,7,GBS,9.6,1.7
13,2015,7,GBS,9.1,1.4
14,2015,7,GBS,8.8,1.3
15,2015,7,GBS,8.4,1.2
16,2015,7,GBS,8.3,1.2
17,2015,7,GBS,8,1.1
18,2015,7,GBS,7.9,1.1
19,2015,7,GBS,7.8,1.1
20,2015,7,GBS,7.7,1
21,2015,7,GBS,7.5,0.9
22,2015,7,GBS,7.4,1
23,2015,7,GBS,7.3,0.9
24,2015,7,GBS,7.2,0.9
25,2015,7,GBS,6.9,0.9
26,2015,7,GBS,6.9,0.9
27,2015,7,GBS,6.9,0.9
28,2015,7,GBS,6.9,0.8
29,2015,7,GBS,6.9,0.8
30,2015,7,GBS,6.9,0.8
0,2015,8,GBS,25.5,9.3
1,2015,8,GBS,25.2,9.4
2,2015,8,GBS,24.9,10.4
3,2015,8,GBS,24.6,10.3
4,2015,8,GBS,24.2,9.8
5,2015,8,GBS,21.7,6.6
6,2015,8,GBS,20.7,2.9
7,2015,8,GBS,20,1.8
8,2015,8,GBS,17.6,1
9,2015,8,GBS,13.7,0.5
10,2015,8,GBS,12.4,0.2
11,2015,8,GBS,11,0.1
12,2015,8,GBS,9.8,0
13,2015,8,GBS,9.1,0
14,2015,8,GBS,8.8,0
15,2015,8,GBS,8.5,0
16,2015,8,GBS,8.4,0
17,2015,8,GBS,8.2,0
18,2015,8,GBS,8.1,0
19,2015,8,GBS,8,0
20,2015,8,GBS,7.9,0
21,2015,8,GBS,7.8,0
22,2015,8,GBS,7.7,0
23,2015,8,GBS,7.6,0
24,2015,8,GBS,7.5,0
25,2015,8,GBS,7.5,0
26,2015,8,GBS,7.4,0
27,2015,8,GBS,7.4,0
28,2015,8,GBS,7.4,0
29,2015,8,GBS,7.4,0
30,2015,8,GBS,7.4,0
0,2015,9,GBS,22.7,9.2
1,2015,9,GBS,22.7,9.3
2,2015,9,GBS,22.5,9.2
3,2015,9,GBS,22.4,9.3
4,2015,9,GBS,22.3,8.6
5,2015,9,GBS,22.3,3.4
6,2015,9,GBS,22,1.9
7,2015,9,GBS,20.4,0.9
8,2015,9,GBS,16.1,0.3
9,2015,9,GBS,14.4,0.1
10,2015,9,GBS,12.9,0
11,2015,9,GBS,11.9,0
12,2015,9,GBS,10.7,0
13,2015,9,GBS,9.9,0
14,2015,9,GBS,9.1,0
15,2015,9,GBS,8.9,0
16,2015,9,GBS,8.7,0
17,2015,9,GBS,8.6,0
18,2015,9,GBS,8.5,0
19,2015,9,GBS,8.4,0
20,2015,9,GBS,8.4,0
21,2015,9,GBS,8.3,0
22,2015,9,GBS,8.2,0
23,2015,9,GBS,8.1,0
24,2015,9,GBS,8,0
25,2015,9,GBS,7.9,0
26,2015,9,GBS,7.7,0
27,2015,9,GBS,7.7,0
28,2015,9,GBS,7.7,0
29,2015,9,GBS,7.7,0
30,2015,9,GBS,7.7,0
0,2015,10,GBS,14.7,9.3
1,2015,10,GBS,14.7,9.2
2,2015,10,GBS,14.7,9.2
3,2015,10,GBS,14.7,9.1
4,2015,10,GBS,14.6,9.1
5,2015,10,GBS,14.5,8.9
6,2015,10,GBS,14.4,8.8
7,2015,10,GBS,14.4,8.7
8,2015,10,GBS,14.3,8.4
9,2015,10,GBS,14.2,2.8
10,2015,10,GBS,14.2,0.9
11,2015,10,GBS,14,0.4
12,2015,10,GBS,11.1,0.2
13,2015,10,GBS,9.6,0.1
14,2015,10,GBS,9.3,0
15,2015,10,GBS,9,0
16,2015,10,GBS,8.8,0
17,2015,10,GBS,8.7,0
18,2015,10,GBS,8.6,0
19,2015,10,GBS,8.5,0
20,2015,10,GBS,8.4,0
21,2015,10,GBS,8.3,0
22,2015,10,GBS,8.2,0
23,2015,10,GBS,8.1,0
24,2015,10,GBS,8,0
25,2015,10,GBS,8,0
26,2015,10,GBS,7.9,0
27,2015,10,GBS,7.9,0
28,2015,10,GBS,7.9,0
29,2015,10,GBS,7.9,0
30,2015,10,GBS,7.8,0
0,2015,11,GBS,10.5,8.5
1,2015,11,GBS,10.5,8.5
2,2015,11,GBS,10.5,8.5
3,2015,11,GBS,10.5,8.5
4,2015,11,GBS,10.5,8.5
5,2015,11,GBS,10.5,8.5
6,2015,11,GBS,10.5,8.5
7,2015,11,GBS,10.5,8.5
8,2015,11,GBS,10.5,8.5
9,2015,11,GBS,10.5,8.4
10,2015,11,GBS,10.5,8.4
11,2015,11,GBS,10.5,8.4
12,2015,11,GBS,10.5,1.9
13,2015,11,GBS,10.5,0.8
14,2015,11,GBS,10.5,0.2
15,2015,11,GBS,9.5,0.1
16,2015,11,GBS,8.9,0
17,2015,11,GBS,8.7,0
18,2015,11,GBS,8.7,0
19,2015,11,GBS,8.6,0
20,2015,11,GBS,8.5,0
21,2015,11,GBS,8.4,0
22,2015,11,GBS,8.2,0
23,2015,11,GBS,8.1,0
24,2015,11,GBS,8,0
25,2015,11,GBS,8,0
26,2015,11,GBS,8,0
27,2015,11,GBS,7.9,0
28,2015,11,GBS,7.9,0
29,2015,11,GBS,7.9,0
30,2015,11,GBS,7.9,0
0,2015,12,GBS,7.9,10.4
1,2015,12,GBS,7.9,10.4
2,2015,12,GBS,7.8,10.3
3,2015,12,GBS,7.8,10.3
4,2015,12,GBS,7.8,10.3
5,2015,12,GBS,7.8,10.3
6,2015,12,GBS,7.8,10.3
7,2015,12,GBS,7.8,10.3
8,2015,12,GBS,7.8,10.3
9,2015,12,GBS,7.8,10.3
10,2015,12,GBS,7.8,10.3
11,2015,12,GBS,7.8,10.3
12,2015,12,GBS,7.8,10.3
13,2015,12,GBS,7.8,10.3
14,2015,12,GBS,7.8,10.3
15,2015,12,GBS,7.8,10.3
16,2015,12,GBS,7.8,10.3
17,2015,12,GBS,7.8,10.3
18,2015,12,GBS,7.8,10.3
19,2015,12,GBS,7.8,10.3
20,2015,12,GBS,7.8,10.3
21,2015,12,GBS,7.8,10.3
22,2015,12,GBS,7.8,10.3
23,2015,12,GBS,7.8,10.3
24,2015,12,GBS,7.8,10.4
25,2015,12,GBS,7.8,10.3
26,2015,12,GBS,7.8,10.4
27,2015,12,GBS,7.8,10.4
28,2015,12,GBS,7.8,10.3
29,2015,12,GBS,7.8,10.3
30,2015,12,GBS,7.8,10.3
0,2016,1,GBS,NaN,NaN
1,2016,1,GBS,NaN,NaN
2,2016,1,GBS,NaN,NaN
3,2016,1,GBS,NaN,NaN
4,2016,1,GBS,NaN,NaN
5,2016,1,GBS,NaN,NaN
6,2016,1,GBS,NaN,NaN
7,2016,1,GBS,NaN,NaN
8,2016,1,GBS,NaN,NaN
9,2016,1,GBS,NaN,NaN
10,2016,1,GBS,NaN,NaN
11,2016,1,GBS,NaN,NaN
12,2016,1,GBS,NaN,NaN
13,2016,1,GBS,NaN,NaN
14,2016,1,GBS,NaN,NaN
15,2016,1,GBS,NaN,NaN
16,2016,1,GBS,NaN,NaN
17,2016,1,GBS,NaN,NaN
18,2016,1,GBS,NaN,NaN
19,2016,1,GBS,NaN,NaN
20,2016,1,GBS,NaN,NaN
21,2016,1,GBS,NaN,NaN
22,2016,1,GBS,NaN,NaN
23,2016,1,GBS,NaN,NaN
24,2016,1,GBS,NaN,NaN
25,2016,1,GBS,NaN,NaN
26,2016,1,GBS,NaN,NaN
27,2016,1,GBS,NaN,NaN
28,2016,1,GBS,NaN,NaN
29,2016,1,GBS,NaN,NaN
30,2016,1,GBS,NaN,NaN
0,2016,2,GBS,NaN,NaN
1,2016,2,GBS,NaN,NaN
2,2016,2,GBS,NaN,NaN
3,2016,2,GBS,NaN,NaN
4,2016,2,GBS,NaN,NaN
5,2016,2,GBS,NaN,NaN
6,2016,2,GBS,NaN,NaN
7,2016,2,GBS,NaN,NaN
8,2016,2,GBS,NaN,NaN
9,2016,2,GBS,NaN,NaN
10,2016,2,GBS,NaN,NaN
11,2016,2,GBS,NaN,NaN
12,2016,2,GBS,NaN,NaN
13,2016,2,GBS,NaN,NaN
14,2016,2,GBS,NaN,NaN
15,2016,2,GBS,NaN,NaN
16,2016,2,GBS,NaN,NaN
17,2016,2,GBS,NaN,NaN
18,2016,2,GBS,NaN,NaN
19,2016,2,GBS,NaN,NaN
20,2016,2,GBS,NaN,NaN
21,2016,2,GBS,NaN,NaN
22,2016,2,GBS,NaN,NaN
23,2016,2,GBS,NaN,NaN
24,2016,2,GBS,NaN,NaN
25,2016,2,GBS,NaN,NaN
26,2016,2,GBS,NaN,NaN
27,2016,2,GBS,NaN,NaN
28,2016,2,GBS,NaN,NaN
29,2016,2,GBS,NaN,NaN
30,2016,2,GBS,NaN,NaN
0,2016,3,GBS,NaN,NaN
1,2016,3,GBS,NaN,NaN
2,2016,3,GBS,NaN,NaN
3,2016,3,GBS,NaN,NaN
4,2016,3,GBS,NaN,NaN
5,2016,3,GBS,NaN,NaN
6,2016,3,GBS,NaN,NaN
7,2016,3,GBS,NaN,NaN
8,2016,3,GBS,NaN,NaN
9,2016,3,GBS,NaN,NaN
10,2016,3,GBS,NaN,NaN
11,2016,3,GBS,NaN,NaN
12,2016,3,GBS,NaN,NaN
13,2016,3,GBS,NaN,NaN
14,2016,3,GBS,NaN,NaN
15,2016,3,GBS,NaN,NaN
16,2016,3,GBS,NaN,NaN
17,2016,3,GBS,NaN,NaN
18,2016,3,GBS,NaN,NaN
19,2016,3,GBS,NaN,NaN
20,2016,3,GBS,NaN,NaN
21,2016,3,GBS,NaN,NaN
22,2016,3,GBS,NaN,NaN
23,2016,3,GBS,NaN,NaN
24,2016,3,GBS,NaN,NaN
25,2016,3,GBS,NaN,NaN
26,2016,3,GBS,NaN,NaN
27,2016,3,GBS,NaN,NaN
28,2016,3,GBS,NaN,NaN
29,2016,3,GBS,NaN,NaN
30,2016,3,GBS,NaN,NaN
0,2016,4,GBS,4.7,13.6
1,2016,4,GBS,4.6,13.7
2,2016,4,GBS,4.6,13.6
3,2016,4,GBS,4.6,13.7
4,2016,4,GBS,4.4,13.6
5,2016,4,GBS,4.4,13.5
6,2016,4,GBS,4.4,13.4
7,2016,4,GBS,4.4,13.3
8,2016,4,GBS,4.4,13.3
9,2016,4,GBS,4.4,13.3
10,2016,4,GBS,4.4,13.3
11,2016,4,GBS,4.4,13.2
12,2016,4,GBS,4.4,13.3
13,2016,4,GBS,4.4,13.2
14,2016,4,GBS,4.4,13.1
15,2016,4,GBS,4.3,13.1
16,2016,4,GBS,4.3,13
17,2016,4,GBS,4.3,13
18,2016,4,GBS,4.2,12.9
19,2016,4,GBS,4.2,12.9
20,2016,4,GBS,4.2,12.9
21,2016,4,GBS,4.2,12.9
22,2016,4,GBS,4.2,12.9
23,2016,4,GBS,4.2,12.9
24,2016,4,GBS,4.2,12.9
25,2016,4,GBS,4.2,12.9
26,2016,4,GBS,4.2,12.8
27,2016,4,GBS,4.2,12.8
28,2016,4,GBS,4.2,12.8
29,2016,4,GBS,4.2,12.8
30,2016,4,GBS,4.2,12.8
0,2016,5,GBS,13,11.95
1,2016,5,GBS,13.05,12.05
2,2016,5,GBS,13,12.05
3,2016,5,GBS,12.9,12
4,2016,5,GBS,12.7,12
5,2016,5,GBS,12.6,11.95
6,2016,5,GBS,12.45,11.95
7,2016,5,GBS,12.35,11.85
8,2016,5,GBS,12.3,11.85
9,2016,5,GBS,12.25,11.8
10,2016,5,GBS,9.85,9.3
11,2016,5,GBS,8.9,9
12,2016,5,GBS,8.65,8.75
13,2016,5,GBS,8.5,8.6
14,2016,5,GBS,8.3,8.4
15,2016,5,GBS,8.15,8.35
16,2016,5,GBS,8.05,8.15
17,2016,5,GBS,7.85,8
18,2016,5,GBS,7.7,7.75
19,2016,5,GBS,7.6,7.65
20,2016,5,GBS,7.6,7.5
21,2016,5,GBS,7.55,7.4
22,2016,5,GBS,7.5,7.35
23,2016,5,GBS,7.4,7.2
24,2016,5,GBS,7.4,7.05
25,2016,5,GBS,7.4,7
26,2016,5,GBS,7.35,7
27,2016,5,GBS,7.3,6.95
28,2016,5,GBS,7.25,6.9
29,2016,5,GBS,7.15,6.85
30,2016,5,GBS,7.05,6.45
0,2016,6,GBS,20.8,10.9
1,2016,6,GBS,19.9,11.2
2,2016,6,GBS,19.5,11.4
3,2016,6,GBS,19.1,11.6
4,2016,6,GBS,18.5,11.4
5,2016,6,GBS,17.6,10.3
6,2016,6,GBS,15.5,6.3
7,2016,6,GBS,13.7,4
8,2016,6,GBS,11.9,2.5
9,2016,6,GBS,11.4,2
10,2016,6,GBS,10.3,1.5
11,2016,6,GBS,9.7,1.5
12,2016,6,GBS,9.3,1.6
13,2016,6,GBS,8.9,1.7
14,2016,6,GBS,8.8,1.6
15,2016,6,GBS,8.3,1.5
16,2016,6,GBS,8.2,1.4
17,2016,6,GBS,8,1.4
18,2016,6,GBS,8,1.4
19,2016,6,GBS,7.9,1.5
20,2016,6,GBS,7.8,1.6
21,2016,6,GBS,7.8,1.7
22,2016,6,GBS,7.7,1.7
23,2016,6,GBS,7.7,1.8
24,2016,6,GBS,7.6,1.9
25,2016,6,GBS,7.6,2
26,2016,6,GBS,7.5,2
27,2016,6,GBS,7.4,1.8
28,2016,6,GBS,7.3,1.7
29,2016,6,GBS,7.3,1.6
30,2016,6,GBS,7.3,1.3
0,2016,7,GBS,22.7,9.2
1,2016,7,GBS,22.7,9.3
2,2016,7,GBS,22.7,9.3
3,2016,7,GBS,22.7,9.3
4,2016,7,GBS,22.7,9.3
5,2016,7,GBS,22.7,9.3
6,2016,7,GBS,20.9,8.1
7,2016,7,GBS,18.1,4.4
8,2016,7,GBS,14.2,0.8
9,2016,7,GBS,11,0.3
10,2016,7,GBS,10.1,0.3
11,2016,7,GBS,9.4,0.2
12,2016,7,GBS,9,0.1
13,2016,7,GBS,8.7,0
14,2016,7,GBS,8.5,0
15,2016,7,GBS,8.3,0
16,2016,7,GBS,8.2,0
17,2016,7,GBS,8.1,0
18,2016,7,GBS,8,0
19,2016,7,GBS,8,0
20,2016,7,GBS,8,0
21,2016,7,GBS,7.9,0
22,2016,7,GBS,7.8,0
23,2016,7,GBS,7.8,0
24,2016,7,GBS,7.7,0
25,2016,7,GBS,7.7,0
26,2016,7,GBS,7.7,0
27,2016,7,GBS,7.6,0
28,2016,7,GBS,7.6,0
29,2016,7,GBS,7.6,0
30,2016,7,GBS,7.5,0
0,2016,8,GBS,21.7,8.8
1,2016,8,GBS,21.7,8.8
2,2016,8,GBS,21.7,8.8
3,2016,8,GBS,21.7,8.8
4,2016,8,GBS,21.7,8.9
5,2016,8,GBS,21.7,8.8
6,2016,8,GBS,21.7,8.8
7,2016,8,GBS,21.5,7.4
8,2016,8,GBS,16.4,1.3
9,2016,8,GBS,12.9,0.7
10,2016,8,GBS,10.7,0.4
11,2016,8,GBS,9.6,0
12,2016,8,GBS,9.2,0
13,2016,8,GBS,8.9,0
14,2016,8,GBS,8.6,0
15,2016,8,GBS,8.5,0
16,2016,8,GBS,8.4,0
17,2016,8,GBS,8.3,0
18,2016,8,GBS,8.2,0
19,2016,8,GBS,8.1,0
20,2016,8,GBS,8.1,0
21,2016,8,GBS,8.1,0
22,2016,8,GBS,8,0
23,2016,8,GBS,7.9,0
24,2016,8,GBS,7.9,0
25,2016,8,GBS,7.8,0
26,2016,8,GBS,7.8,0
27,2016,8,GBS,7.7,0
28,2016,8,GBS,7.7,0
29,2016,8,GBS,7.7,0
30,2016,8,GBS,7.6,0
0,2016,9,GBS,21,8.9
1,2016,9,GBS,21,9.1
2,2016,9,GBS,21,9.4
3,2016,9,GBS,21,9
4,2016,9,GBS,21,8.9
5,2016,9,GBS,21,8.9
6,2016,9,GBS,21,8.9
7,2016,9,GBS,19.8,7.8
8,2016,9,GBS,17.8,5.8
9,2016,9,GBS,13.2,4.2
10,2016,9,GBS,10.8,0.9
11,2016,9,GBS,9.9,0.3
12,2016,9,GBS,9.4,0.1
13,2016,9,GBS,9.1,0.1
14,2016,9,GBS,8.7,0
15,2016,9,GBS,8.6,0
16,2016,9,GBS,8.5,0
17,2016,9,GBS,8.4,0
18,2016,9,GBS,8.3,0
19,2016,9,GBS,8.3,0
20,2016,9,GBS,8.2,0
21,2016,9,GBS,8.2,0
22,2016,9,GBS,8.1,0
23,2016,9,GBS,8,0
24,2016,9,GBS,8,0
25,2016,9,GBS,7.9,0
26,2016,9,GBS,7.9,0
27,2016,9,GBS,7.8,0
28,2016,9,GBS,7.8,0
29,2016,9,GBS,7.8,0
30,2016,9,GBS,7.8,0
0,2016,10,GBS,13.3,8.7
1,2016,10,GBS,13.3,8.7
2,2016,10,GBS,13.3,8.7
3,2016,10,GBS,13.3,8.7
4,2016,10,GBS,13.3,8.7
5,2016,10,GBS,13.3,8.7
6,2016,10,GBS,13.3,8.7
7,2016,10,GBS,13.3,8.6
8,2016,10,GBS,13.3,8.7
9,2016,10,GBS,13.3,8.7
10,2016,10,GBS,13.3,8.6
11,2016,10,GBS,13.3,8.6
12,2016,10,GBS,13.3,8.6
13,2016,10,GBS,11,0.2
14,2016,10,GBS,9.3,0.2
15,2016,10,GBS,9,0.1
16,2016,10,GBS,8.7,0
17,2016,10,GBS,8.5,0
18,2016,10,GBS,8.4,0
19,2016,10,GBS,8.3,0
20,2016,10,GBS,8.3,0
21,2016,10,GBS,8.2,0
22,2016,10,GBS,8.2,0
23,2016,10,GBS,8.1,0
24,2016,10,GBS,8,0
25,2016,10,GBS,8,0
26,2016,10,GBS,8,0
27,2016,10,GBS,7.9,0
28,2016,10,GBS,7.9,0
29,2016,10,GBS,7.9,0
30,2016,10,GBS,7.8,0
0,2016,11,GBS,9.8,8.6
1,2016,11,GBS,9.8,8.5
2,2016,11,GBS,9.9,8.4
3,2016,11,GBS,9.9,8.4
4,2016,11,GBS,9.9,8.4
5,2016,11,GBS,9.9,8.4
6,2016,11,GBS,9.9,8.4
7,2016,11,GBS,9.9,8.4
8,2016,11,GBS,9.9,8.4
9,2016,11,GBS,9.9,8.4
10,2016,11,GBS,9.9,8.4
11,2016,11,GBS,9.9,8.3
12,2016,11,GBS,9.9,8.4
13,2016,11,GBS,9.9,8.4
14,2016,11,GBS,9.9,8.4
15,2016,11,GBS,9.4,1.2
16,2016,11,GBS,8.6,0.5
17,2016,11,GBS,8.6,0.3
18,2016,11,GBS,8.5,0.2
19,2016,11,GBS,8.4,0.1
20,2016,11,GBS,8.4,0.1
21,2016,11,GBS,8.3,0.1
22,2016,11,GBS,8.2,0.1
23,2016,11,GBS,8.1,0.1
24,2016,11,GBS,8.1,0.1
25,2016,11,GBS,8.1,0
26,2016,11,GBS,8,0
27,2016,11,GBS,8,0
28,2016,11,GBS,8,0
29,2016,11,GBS,8,0
30,2016,11,GBS,7.9,0
0,2016,12,GBS,NaN,NaN
1,2016,12,GBS,NaN,NaN
2,2016,12,GBS,NaN,NaN
3,2016,12,GBS,NaN,NaN
4,2016,12,GBS,NaN,NaN
5,2016,12,GBS,NaN,NaN
6,2016,12,GBS,NaN,NaN
7,2016,12,GBS,NaN,NaN
8,2016,12,GBS,NaN,NaN
9,2016,12,GBS,NaN,NaN
10,2016,12,GBS,NaN,NaN
11,2016,12,GBS,NaN,NaN
12,2016,12,GBS,NaN,NaN
13,2016,12,GBS,NaN,NaN
14,2016,12,GBS,NaN,NaN
15,2016,12,GBS,NaN,NaN
16,2016,12,GBS,NaN,NaN
17,2016,12,GBS,NaN,NaN
18,2016,12,GBS,NaN,NaN
19,2016,12,GBS,NaN,NaN
20,2016,12,GBS,NaN,NaN
21,2016,12,GBS,NaN,NaN
22,2016,12,GBS,NaN,NaN
23,2016,12,GBS,NaN,NaN
24,2016,12,GBS,NaN,NaN
25,2016,12,GBS,NaN,NaN
26,2016,12,GBS,NaN,NaN
27,2016,12,GBS,NaN,NaN
28,2016,12,GBS,NaN,NaN
29,2016,12,GBS,NaN,NaN
30,2016,12,GBS,NaN,NaN
0,2017,1,GBS,NaN,NaN
1,2017,1,GBS,NaN,NaN
2,2017,1,GBS,NaN,NaN
3,2017,1,GBS,NaN,NaN
4,2017,1,GBS,NaN,NaN
5,2017,1,GBS,NaN,NaN
6,2017,1,GBS,NaN,NaN
7,2017,1,GBS,NaN,NaN
8,2017,1,GBS,NaN,NaN
9,2017,1,GBS,NaN,NaN
10,2017,1,GBS,NaN,NaN
11,2017,1,GBS,NaN,NaN
12,2017,1,GBS,NaN,NaN
13,2017,1,GBS,NaN,NaN
14,2017,1,GBS,NaN,NaN
15,2017,1,GBS,NaN,NaN
16,2017,1,GBS,NaN,NaN
17,2017,1,GBS,NaN,NaN
18,2017,1,GBS,NaN,NaN
19,2017,1,GBS,NaN,NaN
20,2017,1,GBS,NaN,NaN
21,2017,1,GBS,NaN,NaN
22,2017,1,GBS,NaN,NaN
23,2017,1,GBS,NaN,NaN
24,2017,1,GBS,NaN,NaN
25,2017,1,GBS,NaN,NaN
26,2017,1,GBS,NaN,NaN
27,2017,1,GBS,NaN,NaN
28,2017,1,GBS,NaN,NaN
29,2017,1,GBS,NaN,NaN
30,2017,1,GBS,NaN,NaN
0,2017,2,GBS,NaN,NaN
1,2017,2,GBS,NaN,NaN
2,2017,2,GBS,NaN,NaN
3,2017,2,GBS,NaN,NaN
4,2017,2,GBS,NaN,NaN
5,2017,2,GBS,NaN,NaN
6,2017,2,GBS,NaN,NaN
7,2017,2,GBS,NaN,NaN
8,2017,2,GBS,NaN,NaN
9,2017,2,GBS,NaN,NaN
10,2017,2,GBS,NaN,NaN
11,2017,2,GBS,NaN,NaN
12,2017,2,GBS,NaN,NaN
13,2017,2,GBS,NaN,NaN
14,2017,2,GBS,NaN,NaN
15,2017,2,GBS,NaN,NaN
16,2017,2,GBS,NaN,NaN
17,2017,2,GBS,NaN,NaN
18,2017,2,GBS,NaN,NaN
19,2017,2,GBS,NaN,NaN
20,2017,2,GBS,NaN,NaN
21,2017,2,GBS,NaN,NaN
22,2017,2,GBS,NaN,NaN
23,2017,2,GBS,NaN,NaN
24,2017,2,GBS,NaN,NaN
25,2017,2,GBS,NaN,NaN
26,2017,2,GBS,NaN,NaN
27,2017,2,GBS,NaN,NaN
28,2017,2,GBS,NaN,NaN
29,2017,2,GBS,NaN,NaN
30,2017,2,GBS,NaN,NaN
0,2017,3,GBS,5.4,12.8
1,2017,3,GBS,5.4,12.8
2,2017,3,GBS,5.4,12.8
3,2017,3,GBS,5.4,12.7
4,2017,3,GBS,5.4,12.7
5,2017,3,GBS,5.4,12.7
6,2017,3,GBS,5.4,12.7
7,2017,3,GBS,5.4,12.7
8,2017,3,GBS,5.4,12.7
9,2017,3,GBS,5.4,12.7
10,2017,3,GBS,5.4,12.7
11,2017,3,GBS,5.3,12.7
12,2017,3,GBS,5.3,12.7
13,2017,3,GBS,5.3,12.7
14,2017,3,GBS,5.3,12.7
15,2017,3,GBS,5.3,12.6
16,2017,3,GBS,5.3,12.6
17,2017,3,GBS,5.3,12.6
18,2017,3,GBS,5.3,12.6
19,2017,3,GBS,5.3,12.6
20,2017,3,GBS,5.3,12.6
21,2017,3,GBS,5.3,12.6
22,2017,3,GBS,5.2,12.6
23,2017,3,GBS,5.2,12.6
24,2017,3,GBS,5.2,12.6
25,2017,3,GBS,5.2,12.6
26,2017,3,GBS,5.2,12.6
27,2017,3,GBS,5.2,12.6
28,2017,3,GBS,5.2,12.6
29,2017,3,GBS,5.2,12.6
30,2017,3,GBS,5.2,12.6
0,2017,4,GBS,9.1,11.9
1,2017,4,GBS,9.2,11.9
2,2017,4,GBS,9.2,11.9
3,2017,4,GBS,9.2,11.9
4,2017,4,GBS,9.2,11.9
5,2017,4,GBS,9.2,11.9
6,2017,4,GBS,9.2,11.8
7,2017,4,GBS,9.1,11.8
8,2017,4,GBS,9,11.7
9,2017,4,GBS,9,11.8
10,2017,4,GBS,8.9,11.8
11,2017,4,GBS,8.6,11.5
12,2017,4,GBS,8.2,11.1
13,2017,4,GBS,7.7,10.6
14,2017,4,GBS,7.4,10.4
15,2017,4,GBS,7.2,10.1
16,2017,4,GBS,7.1,9.9
17,2017,4,GBS,7,9.9
18,2017,4,GBS,7,9.8
19,2017,4,GBS,6.9,9.8
20,2017,4,GBS,6.8,9.8
21,2017,4,GBS,6.7,9.7
22,2017,4,GBS,6.6,9.6
23,2017,4,GBS,6.6,9.6
24,2017,4,GBS,6.4,9.5
25,2017,4,GBS,6.4,9.4
26,2017,4,GBS,6.4,9.4
27,2017,4,GBS,6.3,9.4
28,2017,4,GBS,6.3,9.4
29,2017,4,GBS,6.3,9.4
