Depth,Years,Months,Lake,Temp,O2
10,2009,3,GBS,4.4,12.4
11,2009,3,GBS,4.4,12.3
12,2009,3,GBS,4.4,12.3
13,2009,3,GBS,4.4,12.3
14,2009,3,GBS,4.4,12.3
15,2009,3,GBS,4.4,12.3
16,2009,3,GBS,4.4,12.3
17,2009,3,GBS,4.4,12.3
18,2009,3,GBS,4.4,12.2
19,2009,3,GBS,4.4,12.2
20,2009,3,GBS,4.4,12.2
21,2009,3,GBS,4.4,12.2
22,2009,3,GBS,4.4,12.2
23,2009,3,GBS,4.4,12.2
24,2009,3,GBS,4.4,12.2
25,2009,3,GBS,4.4,12.2
26,2009,3,GBS,4.4,12.2
27,2009,3,GBS,4.4,12.1
28,2009,3,GBS,4.4,12.1
29,2009,3,GBS,4.4,12.1
30,2009,3,GBS,4.4,12.1
0,2009,4,GBS,11.1,14.1
1,2009,4,GBS,11,14.4
2,2009,4,GBS,10.9,14.8
3,2009,4,GBS,10.9,15.1
4,2009,4,GBS,10.7,15.4
5,2009,4,GBS,10.6,14.7
6,2009,4,GBS,10.4,14.2
7,2009,4,GBS,10.2,14.1
8,2009,4,GBS,9.9,13.6
9,2009,4,GBS,9.8,13.3
10,2009,4,GBS,8.7,13
11,2009,4,GBS,7.7,12.4
12,2009,4,GBS,7.1,12.4
13,2009,4,GBS,6.9,12.2
14,2009,4,GBS,6.7,12
15,2009,4,GBS,6.4,11.8
16,2009,4,GBS,6.3,11.5
17,2009,4,GBS,6.2,11.5
18,2009,4,GBS,6.1,11.5
19,2009,4,GBS,6.1,11.5
20,2009,4,GBS,5.9,11.6
21,2009,4,GBS,5.9,11.5
22,2009,4,GBS,5.9,11.5
23,2009,4,GBS,5.9,11.5
24,2009,4,GBS,5.9,11.5
25,2009,4,GBS,5.8,11.3
26,2009,4,GBS,5.8,11.4
27,2009,4,GBS,5.8,11.3
28,2009,4,GBS,5.7,11.2
29,2009,4,GBS,5.6,11.2
30,2009,4,GBS,5.6,11.2
0,2009,5,GBS,19.7,10.5
1,2009,5,GBS,19.7,10.6
2,2009,5,GBS,19.6,10.7
3,2009,5,GBS,19.6,10.5
4,2009,5,GBS,19.3,10.4
5,2009,5,GBS,19,10.5
6,2009,5,GBS,18.8,10.4
7,2009,5,GBS,18.8,10.5
8,2009,5,GBS,11.4,8.5
9,2009,5,GBS,9.4,8.4
10,2009,5,GBS,8.8,8.4
11,2009,5,GBS,8.6,8.5
12,2009,5,GBS,8.2,8.5
13,2009,5,GBS,7.9,8.4
14,2009,5,GBS,7.8,8.3
15,2009,5,GBS,7.6,8.3
16,2009,5,GBS,7.3,8.3
17,2009,5,GBS,7.2,8.4
18,2009,5,GBS,7.1,8.4
19,2009,5,GBS,7,8.4
20,2009,5,GBS,7,8.4
21,2009,5,GBS,7,8.4
22,2009,5,GBS,6.8,8.2
23,2009,5,GBS,6.8,8.3
24,2009,5,GBS,6.8,8.3
25,2009,5,GBS,6.8,8.3
26,2009,5,GBS,6.7,8.3
27,2009,5,GBS,6.7,8.3
28,2009,5,GBS,6.7,8.3
29,2009,5,GBS,6.6,8.2
30,2009,5,GBS,6.6,8.2
0,2009,6,GBS,18.5,10.9
1,2009,6,GBS,18.5,11.1
2,2009,6,GBS,18.5,11.1
3,2009,6,GBS,18.5,11.4
4,2009,6,GBS,18.5,10.8
5,2009,6,GBS,18.5,10.8
6,2009,6,GBS,18.5,10.7
7,2009,6,GBS,15.2,9.1
8,2009,6,GBS,13.6,6.3
9,2009,6,GBS,11.9,6.3
10,2009,6,GBS,11.1,5.7
11,2009,6,GBS,10.6,5.6
12,2009,6,GBS,10,5.4
13,2009,6,GBS,9.7,5.3
14,2009,6,GBS,9.5,5.3
15,2009,6,GBS,9.2,5.3
16,2009,6,GBS,9,5.2
17,2009,6,GBS,8.8,5.1
18,2009,6,GBS,8.7,4.9
19,2009,6,GBS,8.5,4.9
20,2009,6,GBS,8.3,5
21,2009,6,GBS,8.2,4.9
22,2009,6,GBS,8.1,4.9
23,2009,6,GBS,8,5
24,2009,6,GBS,7.9,5
25,2009,6,GBS,7.7,4.9
26,2009,6,GBS,7.6,4.9
27,2009,6,GBS,7.6,4.9
28,2009,6,GBS,7.5,4.9
29,2009,6,GBS,7.5,4.9
30,2009,6,GBS,7.5,4.8
0,2009,7,GBS,19.2,9
1,2009,7,GBS,19.2,8.9
2,2009,7,GBS,19.2,9
3,2009,7,GBS,19.2,9
4,2009,7,GBS,19.2,8.9
5,2009,7,GBS,19.2,9
6,2009,7,GBS,19.2,9
7,2009,7,GBS,19.2,8.8
8,2009,7,GBS,17.6,7
9,2009,7,GBS,14.1,5.2
10,2009,7,GBS,12.2,3.2
11,2009,7,GBS,10.9,2.6
12,2009,7,GBS,10.2,2.3
13,2009,7,GBS,9.9,2.1
14,2009,7,GBS,9.6,2.1
15,2009,7,GBS,9.3,2.1
16,2009,7,GBS,9.2,2.1
17,2009,7,GBS,9.1,2.1
18,2009,7,GBS,9,2.1
19,2009,7,GBS,9,2.1
20,2009,7,GBS,8.8,2.1
21,2009,7,GBS,8.7,2
22,2009,7,GBS,8.6,2.1
23,2009,7,GBS,8.4,2.1
24,2009,7,GBS,8.3,2.1
25,2009,7,GBS,8.2,2
26,2009,7,GBS,8.2,1.9
27,2009,7,GBS,8.1,1.9
28,2009,7,GBS,8.1,1.9
29,2009,7,GBS,8.1,1.9
30,2009,7,GBS,8.1,1.9
0,2009,8,GBS,23.6,9.9
1,2009,8,GBS,23.4,8.9
2,2009,8,GBS,23.1,10.4
3,2009,8,GBS,22.5,10.4
4,2009,8,GBS,21.7,10.5
5,2009,8,GBS,21.4,10.4
6,2009,8,GBS,21,9.9
7,2009,8,GBS,19.9,8.9
8,2009,8,GBS,18,6.1
9,2009,8,GBS,15.8,2.7
10,2009,8,GBS,14.5,1.6
11,2009,8,GBS,13.2,1.2
12,2009,8,GBS,11.3,0.7
13,2009,8,GBS,10.5,0.5
14,2009,8,GBS,9.8,0.4
15,2009,8,GBS,9.6,0.3
16,2009,8,GBS,9.4,0.3
17,2009,8,GBS,9.2,0.3
18,2009,8,GBS,9.1,0.4
19,2009,8,GBS,9.1,0.4
20,2009,8,GBS,8.9,0.4
21,2009,8,GBS,8.9,0.4
22,2009,8,GBS,8.8,0.3
23,2009,8,GBS,8.7,0.3
24,2009,8,GBS,8.6,0.2
25,2009,8,GBS,8.6,0.2
26,2009,8,GBS,8.6,0.2
27,2009,8,GBS,8.6,0.2
28,2009,8,GBS,8.6,0.2
29,2009,8,GBS,8.5,0.2
30,2009,8,GBS,8.5,0.2
0,2009,9,GBS,18.8,9
1,2009,9,GBS,18.8,9.1
2,2009,9,GBS,18.8,9.1
3,2009,9,GBS,18.8,9
4,2009,9,GBS,18.8,9
5,2009,9,GBS,18.8,9.3
6,2009,9,GBS,18.8,10.1
7,2009,9,GBS,18.8,11.3
8,2009,9,GBS,18.8,11.7
9,2009,9,GBS,18.8,11.9
10,2009,9,GBS,16,2.6
11,2009,9,GBS,13,0.7
12,2009,9,GBS,11.1,0.3
13,2009,9,GBS,10.7,0.2
14,2009,9,GBS,10.1,0.1
15,2009,9,GBS,10,0
16,2009,9,GBS,9.7,0
17,2009,9,GBS,9.6,0
18,2009,9,GBS,9.4,0
19,2009,9,GBS,9.4,0
20,2009,9,GBS,9.3,0
21,2009,9,GBS,9.2,0
22,2009,9,GBS,9.1,0
23,2009,9,GBS,9,0
24,2009,9,GBS,8.8,0
25,2009,9,GBS,8.8,0
26,2009,9,GBS,8.7,0
27,2009,9,GBS,8.7,0
28,2009,9,GBS,8.7,0
29,2009,9,GBS,8.7,0
30,2009,9,GBS,8.7,0
0,2009,10,GBS,15.7,9
1,2009,10,GBS,15.7,9
2,2009,10,GBS,15.7,8.9
3,2009,10,GBS,15.7,8.9
4,2009,10,GBS,15.7,8.9
5,2009,10,GBS,15.7,8.9
6,2009,10,GBS,15.7,8.9
7,2009,10,GBS,15.7,8.9
8,2009,10,GBS,15.7,8.9
9,2009,10,GBS,15.7,8.9
10,2009,10,GBS,15.7,8.9
11,2009,10,GBS,15.7,8.9
12,2009,10,GBS,15.7,8.9
13,2009,10,GBS,15.7,8.9
14,2009,10,GBS,15.7,8.9
15,2009,10,GBS,14.4,6.5
16,2009,10,GBS,10,2
17,2009,10,GBS,9.8,0.3
18,2009,10,GBS,9.6,0.1
19,2009,10,GBS,9.7,0
20,2009,10,GBS,9.4,0
21,2009,10,GBS,9.3,0
22,2009,10,GBS,9.2,0
23,2009,10,GBS,9.1,0
24,2009,10,GBS,9,0
25,2009,10,GBS,8.8,0
26,2009,10,GBS,8.8,0
27,2009,10,GBS,8.8,0
28,2009,10,GBS,8.8,0
29,2009,10,GBS,8.8,0
30,2009,10,GBS,8.7,0
0,2009,11,GBS,9.2,9
1,2009,11,GBS,9.2,8.9
2,2009,11,GBS,9.2,8.9
3,2009,11,GBS,9.2,8.9
4,2009,11,GBS,9.2,8.9
5,2009,11,GBS,9.2,8.9
6,2009,11,GBS,9.2,8.8
7,2009,11,GBS,9.2,8.8
8,2009,11,GBS,9.2,8.8
9,2009,11,GBS,9.2,8.8
10,2009,11,GBS,9.2,8.8
11,2009,11,GBS,9.2,8.8
12,2009,11,GBS,9.2,8.8
13,2009,11,GBS,9.2,8.8
14,2009,11,GBS,9.2,8.7
15,2009,11,GBS,9.2,8.7
16,2009,11,GBS,9.2,8.7
17,2009,11,GBS,9.2,8.7
18,2009,11,GBS,9.2,8.6
19,2009,11,GBS,9.1,8.5
20,2009,11,GBS,9.1,8.5
21,2009,11,GBS,9.1,8.5
22,2009,11,GBS,9.1,8.6
23,2009,11,GBS,9.1,8.6
24,2009,11,GBS,9,8.5
25,2009,11,GBS,9,8.4
26,2009,11,GBS,9,8.3
27,2009,11,GBS,9,8.3
28,2009,11,GBS,9,8.3
29,2009,11,GBS,9,8.2
30,2009,11,GBS,9,8.2
0,2009,12,GBS,7.7,10.5
1,2009,12,GBS,7.7,10.9
2,2009,12,GBS,7.7,10.9
3,2009,12,GBS,7.7,10.9
4,2009,12,GBS,7.7,11
5,2009,12,GBS,7.7,11
6,2009,12,GBS,7.7,11
7,2009,12,GBS,7.7,10.9
8,2009,12,GBS,7.7,11
9,2009,12,GBS,7.7,11
10,2009,12,GBS,7.7,11
11,2009,12,GBS,7.7,11
12,2009,12,GBS,7.7,11
13,2009,12,GBS,7.7,11
14,2009,12,GBS,7.7,11
15,2009,12,GBS,7.7,11
16,2009,12,GBS,7.7,11
17,2009,12,GBS,7.7,11
18,2009,12,GBS,7.7,10.9
19,2009,12,GBS,7.7,10.9
20,2009,12,GBS,7.7,10.9
21,2009,12,GBS,7.7,10.9
22,2009,12,GBS,7.7,10.9
23,2009,12,GBS,7.7,10.9
24,2009,12,GBS,7.7,10.9
25,2009,12,GBS,7.7,10.9
26,2009,12,GBS,7.7,10.9
27,2009,12,GBS,7.7,10.9
28,2009,12,GBS,7.7,10.9
29,2009,12,GBS,7.7,10.9
30,2009,12,GBS,7.7,10.9
0,2010,1,GBS,NaN,NaN
1,2010,1,GBS,NaN,NaN
2,2010,1,GBS,NaN,NaN
3,2010,1,GBS,NaN,NaN
4,2010,1,GBS,NaN,NaN
5,2010,1,GBS,NaN,NaN
6,2010,1,GBS,NaN,NaN
7,2010,1,GBS,NaN,NaN
8,2010,1,GBS,NaN,NaN
9,2010,1,GBS,NaN,NaN
10,2010,1,GBS,NaN,NaN
11,2010,1,GBS,NaN,NaN
12,2010,1,GBS,NaN,NaN
13,2010,1,GBS,NaN,NaN
14,2010,1,GBS,NaN,NaN
15,2010,1,GBS,NaN,NaN
16,2010,1,GBS,NaN,NaN
17,2010,1,GBS,NaN,NaN
18,2010,1,GBS,NaN,NaN
19,2010,1,GBS,NaN,NaN
20,2010,1,GBS,NaN,NaN
21,2010,1,GBS,NaN,NaN
22,2010,1,GBS,NaN,NaN
23,2010,1,GBS,NaN,NaN
24,2010,1,GBS,NaN,NaN
25,2010,1,GBS,NaN,NaN
26,2010,1,GBS,NaN,NaN
27,2010,1,GBS,NaN,NaN
28,2010,1,GBS,NaN,NaN
29,2010,1,GBS,NaN,NaN
30,2010,1,GBS,NaN,NaN
0,2010,2,GBS,NaN,NaN
1,2010,2,GBS,NaN,NaN
2,2010,2,GBS,NaN,NaN
3,2010,2,GBS,NaN,NaN
4,2010,2,GBS,NaN,NaN
5,2010,2,GBS,NaN,NaN
6,2010,2,GBS,NaN,NaN
7,2010,2,GBS,NaN,NaN
8,2010,2,GBS,NaN,NaN
9,2010,2,GBS,NaN,NaN
10,2010,2,GBS,NaN,NaN
11,2010,2,GBS,NaN,NaN
12,2010,2,GBS,NaN,NaN
13,2010,2,GBS,NaN,NaN
14,2010,2,GBS,NaN,NaN
15,2010,2,GBS,NaN,NaN
16,2010,2,GBS,NaN,NaN
17,2010,2,GBS,NaN,NaN
18,2010,2,GBS,NaN,NaN
19,2010,2,GBS,NaN,NaN
20,2010,2,GBS,NaN,NaN
21,2010,2,GBS,NaN,NaN
22,2010,2,GBS,NaN,NaN
23,2010,2,GBS,NaN,NaN
24,2010,2,GBS,NaN,NaN
25,2010,2,GBS,NaN,NaN
26,2010,2,GBS,NaN,NaN
27,2010,2,GBS,NaN,NaN
28,2010,2,GBS,NaN,NaN
29,2010,2,GBS,NaN,NaN
30,2010,2,GBS,NaN,NaN
0,2010,3,GBS,NaN,NaN
1,2010,3,GBS,NaN,NaN
2,2010,3,GBS,NaN,NaN
3,2010,3,GBS,NaN,NaN
4,2010,3,GBS,NaN,NaN
5,2010,3,GBS,NaN,NaN
6,2010,3,GBS,NaN,NaN
7,2010,3,GBS,NaN,NaN
8,2010,3,GBS,NaN,NaN
9,2010,3,GBS,NaN,NaN
10,2010,3,GBS,NaN,NaN
11,2010,3,GBS,NaN,NaN
12,2010,3,GBS,NaN,NaN
13,2010,3,GBS,NaN,NaN
14,2010,3,GBS,NaN,NaN
15,2010,3,GBS,NaN,NaN
16,2010,3,GBS,NaN,NaN
17,2010,3,GBS,NaN,NaN
18,2010,3,GBS,NaN,NaN
19,2010,3,GBS,NaN,NaN
20,2010,3,GBS,NaN,NaN
21,2010,3,GBS,NaN,NaN
22,2010,3,GBS,NaN,NaN
23,2010,3,GBS,NaN,NaN
24,2010,3,GBS,NaN,NaN
25,2010,3,GBS,NaN,NaN
26,2010,3,GBS,NaN,NaN
27,2010,3,GBS,NaN,NaN
28,2010,3,GBS,NaN,NaN
29,2010,3,GBS,NaN,NaN
30,2010,3,GBS,NaN,NaN
0,2010,4,GBS,5.1,14.9
1,2010,4,GBS,5.1,14.9
2,2010,4,GBS,5.1,14.9
3,2010,4,GBS,5.1,14.9
4,2010,4,GBS,5,14.9
5,2010,4,GBS,5,14.9
6,2010,4,GBS,5,14.8
7,2010,4,GBS,5,14.8
8,2010,4,GBS,5,14.7
9,2010,4,GBS,5,14.7
10,2010,4,GBS,5,14.7
11,2010,4,GBS,5,14.7
12,2010,4,GBS,5,14.7
13,2010,4,GBS,5,14.6
14,2010,4,GBS,4.9,14.6
15,2010,4,GBS,4.9,14.6
16,2010,4,GBS,4.9,14.6
17,2010,4,GBS,4.9,14.6
18,2010,4,GBS,4.9,14.4
19,2010,4,GBS,4.9,14.4
20,2010,4,GBS,4.9,14.4
21,2010,4,GBS,4.8,14.4
22,2010,4,GBS,4.8,14.4
23,2010,4,GBS,4.8,14.4
24,2010,4,GBS,4.8,14.4
25,2010,4,GBS,4.8,14.4
26,2010,4,GBS,4.8,14.4
27,2010,4,GBS,4.8,14.4
28,2010,4,GBS,4.8,14.4
29,2010,4,GBS,4.7,14.3
30,2010,4,GBS,4.7,14.3
0,2010,5,GBS,13.8,11.7
1,2010,5,GBS,13.8,11.9
2,2010,5,GBS,13.8,11.9
3,2010,5,GBS,13.8,12
4,2010,5,GBS,13.8,12
5,2010,5,GBS,10.5,12.5
6,2010,5,GBS,9.7,13.2
7,2010,5,GBS,8.7,13.5
8,2010,5,GBS,7.8,13.5
9,2010,5,GBS,7.3,13.3
10,2010,5,GBS,7.1,13.2
11,2010,5,GBS,6.8,13.1
12,2010,5,GBS,6.6,13
13,2010,5,GBS,6.4,12.8
14,2010,5,GBS,6.2,12.6
15,2010,5,GBS,6,12.5
16,2010,5,GBS,5.9,12.4
17,2010,5,GBS,5.8,12.4
18,2010,5,GBS,5.7,12.3
19,2010,5,GBS,5.7,12.2
20,2010,5,GBS,5.5,12
21,2010,5,GBS,5.4,12
22,2010,5,GBS,5.3,11.9
23,2010,5,GBS,5.3,11.9
24,2010,5,GBS,5.3,11.8
25,2010,5,GBS,5.2,11.7
26,2010,5,GBS,5.2,11.6
27,2010,5,GBS,5.2,11.6
28,2010,5,GBS,5.1,11.5
29,2010,5,GBS,5.1,11.5
30,2010,5,GBS,5,11.2
0,2010,6,GBS,21.4,10.2
1,2010,6,GBS,21,10.3
2,2010,6,GBS,20.3,10.4
3,2010,6,GBS,19.8,10.9
4,2010,6,GBS,18.5,11.2
5,2010,6,GBS,17.9,11.2
6,2010,6,GBS,17.2,11
7,2010,6,GBS,14.7,11.2
8,2010,6,GBS,12.1,12
9,2010,6,GBS,10.7,13.4
10,2010,6,GBS,9.6,13.4
11,2010,6,GBS,9,12.1
12,2010,6,GBS,8.6,10.5
13,2010,6,GBS,8.3,9.2
14,2010,6,GBS,8.1,8.6
15,2010,6,GBS,7.9,8
16,2010,6,GBS,7.7,7.5
17,2010,6,GBS,7.7,7.5
18,2010,6,GBS,7.6,7.5
19,2010,6,GBS,7.5,7.5
20,2010,6,GBS,7.4,7.5
21,2010,6,GBS,7.3,7.4
22,2010,6,GBS,7.2,7.4
23,2010,6,GBS,7.2,7.2
24,2010,6,GBS,7.1,7.1
25,2010,6,GBS,7,7
26,2010,6,GBS,7,7.2
27,2010,6,GBS,6.9,7.2
28,2010,6,GBS,6.9,7.2
29,2010,6,GBS,6.9,7
30,2010,6,GBS,6.9,6.5
0,2010,7,GBS,22.3,9.7
1,2010,7,GBS,22.3,9.7
2,2010,7,GBS,22.3,9.7
3,2010,7,GBS,22.3,9.7
4,2010,7,GBS,22.3,9.7
5,2010,7,GBS,22.3,9.7
6,2010,7,GBS,22.2,9.6
7,2010,7,GBS,16.4,11.2
8,2010,7,GBS,13.3,12.3
9,2010,7,GBS,12.4,12.5
10,2010,7,GBS,11.3,12.3
11,2010,7,GBS,10.4,11.9
12,2010,7,GBS,9.8,10.9
13,2010,7,GBS,9.2,8.5
14,2010,7,GBS,9,6.9
15,2010,7,GBS,8.6,6.3
16,2010,7,GBS,8.4,5.5
17,2010,7,GBS,8.3,5
18,2010,7,GBS,8.2,4.8
19,2010,7,GBS,8.1,4.6
20,2010,7,GBS,8,4.4
21,2010,7,GBS,7.9,4.1
22,2010,7,GBS,7.8,3.9
23,2010,7,GBS,7.7,3.9
24,2010,7,GBS,7.6,3.7
25,2010,7,GBS,7.5,3.5
26,2010,7,GBS,7.4,3.8
27,2010,7,GBS,7.3,3.8
28,2010,7,GBS,7.3,3.8
29,2010,7,GBS,7.3,3.8
30,2010,7,GBS,7.2,3.6
0,2010,8,GBS,18.4,10.2
1,2010,8,GBS,18.4,10.2
2,2010,8,GBS,18.4,10.2
3,2010,8,GBS,18.4,10.2
4,2010,8,GBS,18.4,10.2
5,2010,8,GBS,18.4,10.2
6,2010,8,GBS,18.4,10.2
7,2010,8,GBS,18.4,10.2
8,2010,8,GBS,18.4,10.2
9,2010,8,GBS,18.4,10.2
10,2010,8,GBS,18.4,10.2
11,2010,8,GBS,10.7,5.3
12,2010,8,GBS,10,4
13,2010,8,GBS,8.9,3.3
14,2010,8,GBS,8.6,2.5
15,2010,8,GBS,8.5,2.1
16,2010,8,GBS,8.3,1.7
17,2010,8,GBS,8.2,1.1
18,2010,8,GBS,8.1,1
19,2010,8,GBS,8.1,1.1
20,2010,8,GBS,8,1
21,2010,8,GBS,7.9,1.1
22,2010,8,GBS,7.9,1.1
23,2010,8,GBS,7.8,1.2
24,2010,8,GBS,7.7,1.2
25,2010,8,GBS,7.6,1.2
26,2010,8,GBS,7.6,1.2
27,2010,8,GBS,7.6,1.2
28,2010,8,GBS,7.6,1.2
29,2010,8,GBS,7.6,1.2
30,2010,8,GBS,7.6,1.2
0,2010,9,GBS,15.9,10.8
1,2010,9,GBS,15.9,10.8
2,2010,9,GBS,15.9,10.8
3,2010,9,GBS,15.9,10.8
4,2010,9,GBS,15.9,10.8
5,2010,9,GBS,15.8,10.8
6,2010,9,GBS,15.8,10.7
7,2010,9,GBS,15.7,10.7
8,2010,9,GBS,15.7,10.7
9,2010,9,GBS,15.7,10.5
10,2010,9,GBS,15.6,10.4
11,2010,9,GBS,13.4,5.9
12,2010,9,GBS,10.8,2.1
13,2010,9,GBS,9.8,0.9
14,2010,9,GBS,8.8,0.5
15,2010,9,GBS,8.6,0.3
16,2010,9,GBS,8.5,0.2
17,2010,9,GBS,8.4,0.1
18,2010,9,GBS,8.3,0.1
19,2010,9,GBS,8.2,0.1
20,2010,9,GBS,8.2,0.1
21,2010,9,GBS,8.1,0.1
22,2010,9,GBS,8,0.1
23,2010,9,GBS,8,0.1
24,2010,9,GBS,7.9,0.1
25,2010,9,GBS,7.8,0.1
26,2010,9,GBS,7.8,0.1
27,2010,9,GBS,7.7,0.1
28,2010,9,GBS,7.7,0.1
29,2010,9,GBS,7.7,0.1
30,2010,9,GBS,7.6,0
0,2010,10,GBS,12.6,9.9
1,2010,10,GBS,12.6,9.9
2,2010,10,GBS,12.6,9.9
3,2010,10,GBS,12.6,9.9
4,2010,10,GBS,12.6,9.9
5,2010,10,GBS,12.6,9.9
6,2010,10,GBS,12.6,9.9
7,2010,10,GBS,12.6,9.9
8,2010,10,GBS,12.6,9.9
9,2010,10,GBS,12.6,9.8
10,2010,10,GBS,12.6,9.8
11,2010,10,GBS,12.6,9.8
12,2010,10,GBS,12.6,9.8
13,2010,10,GBS,11.4,1.6
14,2010,10,GBS,9.4,0.3
15,2010,10,GBS,8.9,0
16,2010,10,GBS,8.6,0
17,2010,10,GBS,8.5,0
18,2010,10,GBS,8.4,0
19,2010,10,GBS,8.4,0
20,2010,10,GBS,8.4,0
21,2010,10,GBS,8.2,0
22,2010,10,GBS,8.1,0
23,2010,10,GBS,8,0
24,2010,10,GBS,7.9,0
25,2010,10,GBS,7.8,0
26,2010,10,GBS,7.8,0
27,2010,10,GBS,7.8,0
28,2010,10,GBS,7.7,0
29,2010,10,GBS,7.7,0
30,2010,10,GBS,7.7,0
0,2010,11,GBS,9.6,9.8
1,2010,11,GBS,9.7,9.7
2,2010,11,GBS,9.6,9.7
3,2010,11,GBS,9.6,9.7
4,2010,11,GBS,9.6,9.7
5,2010,11,GBS,9.6,9.7
6,2010,11,GBS,9.6,9.7
7,2010,11,GBS,9.6,9.7
8,2010,11,GBS,9.6,9.7
9,2010,11,GBS,9.6,9.7
10,2010,11,GBS,9.6,9.7
11,2010,11,GBS,9.6,9.7
12,2010,11,GBS,9.5,9.7
13,2010,11,GBS,9.5,9.7
14,2010,11,GBS,9.5,9.7
15,2010,11,GBS,9.5,9.6
16,2010,11,GBS,9.5,9.6
17,2010,11,GBS,9.5,9.6
18,2010,11,GBS,9.5,9.5
19,2010,11,GBS,9.5,9.5
20,2010,11,GBS,9.5,9.5
21,2010,11,GBS,9.5,9.5
22,2010,11,GBS,9.5,9.5
23,2010,11,GBS,9.5,9.5
24,2010,11,GBS,9.5,9.4
25,2010,11,GBS,9.5,9.4
26,2010,11,GBS,9.5,9.4
27,2010,11,GBS,9.5,9.4
28,2010,11,GBS,9.5,9.4
29,2010,11,GBS,9.5,9.4
30,2010,11,GBS,9.4,9.2
0,2010,12,GBS,NaN,NaN
1,2010,12,GBS,NaN,NaN
2,2010,12,GBS,NaN,NaN
3,2010,12,GBS,NaN,NaN
4,2010,12,GBS,NaN,NaN
5,2010,12,GBS,NaN,NaN
6,2010,12,GBS,NaN,NaN
7,2010,12,GBS,NaN,NaN
8,2010,12,GBS,NaN,NaN
9,2010,12,GBS,NaN,NaN
10,2010,12,GBS,NaN,NaN
11,2010,12,GBS,NaN,NaN
12,2010,12,GBS,NaN,NaN
13,2010,12,GBS,NaN,NaN
14,2010,12,GBS,NaN,NaN
15,2010,12,GBS,NaN,NaN
16,2010,12,GBS,NaN,NaN
17,2010,12,GBS,NaN,NaN
18,2010,12,GBS,NaN,NaN
19,2010,12,GBS,NaN,NaN
20,2010,12,GBS,NaN,NaN
21,2010,12,GBS,NaN,NaN
22,2010,12,GBS,NaN,NaN
23,2010,12,GBS,NaN,NaN
24,2010,12,GBS,NaN,NaN
25,2010,12,GBS,NaN,NaN
26,2010,12,GBS,NaN,NaN
27,2010,12,GBS,NaN,NaN
28,2010,12,GBS,NaN,NaN
29,2010,12,GBS,NaN,NaN
30,2010,12,GBS,NaN,NaN
0,2011,1,GBS,NaN,NaN
1,2011,1,GBS,NaN,NaN
2,2011,1,GBS,NaN,NaN
3,2011,1,GBS,NaN,NaN
4,2011,1,GBS,NaN,NaN
5,2011,1,GBS,NaN,NaN
6,2011,1,GBS,NaN,NaN
7,2011,1,GBS,NaN,NaN
8,2011,1,GBS,NaN,NaN
9,2011,1,GBS,NaN,NaN
10,2011,1,GBS,NaN,NaN
11,2011,1,GBS,NaN,NaN
12,2011,1,GBS,NaN,NaN
13,2011,1,GBS,NaN,NaN
14,2011,1,GBS,NaN,NaN
15,2011,1,GBS,NaN,NaN
16,2011,1,GBS,NaN,NaN
17,2011,1,GBS,NaN,NaN
18,2011,1,GBS,NaN,NaN
19,2011,1,GBS,NaN,NaN
20,2011,1,GBS,NaN,NaN
21,2011,1,GBS,NaN,NaN
22,2011,1,GBS,NaN,NaN
23,2011,1,GBS,NaN,NaN
24,2011,1,GBS,NaN,NaN
25,2011,1,GBS,NaN,NaN
26,2011,1,GBS,NaN,NaN
27,2011,1,GBS,NaN,NaN
28,2011,1,GBS,NaN,NaN
29,2011,1,GBS,NaN,NaN
30,2011,1,GBS,NaN,NaN
0,2011,2,GBS,NaN,NaN
1,2011,2,GBS,NaN,NaN
2,2011,2,GBS,NaN,NaN
3,2011,2,GBS,NaN,NaN
4,2011,2,GBS,NaN,NaN
5,2011,2,GBS,NaN,NaN
6,2011,2,GBS,NaN,NaN
7,2011,2,GBS,NaN,NaN
8,2011,2,GBS,NaN,NaN
9,2011,2,GBS,NaN,NaN
10,2011,2,GBS,NaN,NaN
11,2011,2,GBS,NaN,NaN
12,2011,2,GBS,NaN,NaN
13,2011,2,GBS,NaN,NaN
14,2011,2,GBS,NaN,NaN
15,2011,2,GBS,NaN,NaN
16,2011,2,GBS,NaN,NaN
17,2011,2,GBS,NaN,NaN
18,2011,2,GBS,NaN,NaN
19,2011,2,GBS,NaN,NaN
20,2011,2,GBS,NaN,NaN
21,2011,2,GBS,NaN,NaN
22,2011,2,GBS,NaN,NaN
23,2011,2,GBS,NaN,NaN
24,2011,2,GBS,NaN,NaN
25,2011,2,GBS,NaN,NaN
26,2011,2,GBS,NaN,NaN
27,2011,2,GBS,NaN,NaN
28,2011,2,GBS,NaN,NaN
29,2011,2,GBS,NaN,NaN
30,2011,2,GBS,NaN,NaN
0,2011,3,GBS,3.7,14.2
1,2011,3,GBS,3.6,14.3
2,2011,3,GBS,3.6,14.3
3,2011,3,GBS,3.6,14.3
4,2011,3,GBS,3.7,14.3
5,2011,3,GBS,3.8,14.2
6,2011,3,GBS,3.8,14.2
7,2011,3,GBS,3.8,14.2
8,2011,3,GBS,3.8,14.2
9,2011,3,GBS,3.8,14.2
10,2011,3,GBS,3.8,14.1
11,2011,3,GBS,3.8,14.1
12,2011,3,GBS,3.8,14.1
13,2011,3,GBS,3.8,14.1
14,2011,3,GBS,3.8,14.1
15,2011,3,GBS,3.8,14.1
